nomeCandidato,numeroCandidato,votiCandidato,numeroLista,nomeLista,numeroSezione,nomeSezione
Brex Rosalinda,8,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
D'Amico Michele,9,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Lungone Silvia,11,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Matranga Fabrizio,12,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Melodia Armando,13,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Orobello Lidia,14,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Richichi Roberto,15,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Simile Gaetano,16,0,6,SICILIANI LIBERI,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Lomonte Ciro,1,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Cassata Castrenze detto Enzo,2,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Pititto Maria Antonietta,3,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Badalamenti Giorgio,4,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Bellavia Vincenza,5,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Blanda Antonietta Maria,6,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Bortolin Liliana,7,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Brex Rosalinda,8,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
D'Amico Michele,9,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Lungone Silvia,11,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Matranga Fabrizio,12,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Melodia Armando,13,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Orobello Lidia,14,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Richichi Roberto,15,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Simile Gaetano,16,0,6,SICILIANI LIBERI,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Lomonte Ciro,1,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Cassata Castrenze detto Enzo,2,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Pititto Maria Antonietta,3,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Badalamenti Giorgio,4,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Bellavia Vincenza,5,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Blanda Antonietta Maria,6,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Bortolin Liliana,7,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Brex Rosalinda,8,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
D'Amico Michele,9,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Lungone Silvia,11,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Matranga Fabrizio,12,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Melodia Armando,13,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Orobello Lidia,14,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Richichi Roberto,15,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Simile Gaetano,16,0,6,SICILIANI LIBERI,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Lomonte Ciro,1,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Cassata Castrenze detto Enzo,2,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Pititto Maria Antonietta,3,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Badalamenti Giorgio,4,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Bellavia Vincenza,5,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Blanda Antonietta Maria,6,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Bortolin Liliana,7,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Brex Rosalinda,8,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
D'Amico Michele,9,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Lungone Silvia,11,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Matranga Fabrizio,12,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Melodia Armando,13,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Orobello Lidia,14,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Richichi Roberto,15,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Simile Gaetano,16,0,6,SICILIANI LIBERI,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Lomonte Ciro,1,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Cassata Castrenze detto Enzo,2,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Pititto Maria Antonietta,3,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Badalamenti Giorgio,4,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Bellavia Vincenza,5,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Blanda Antonietta Maria,6,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Bortolin Liliana,7,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Brex Rosalinda,8,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
D'Amico Michele,9,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Lungone Silvia,11,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Matranga Fabrizio,12,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Melodia Armando,13,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Orobello Lidia,14,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Richichi Roberto,15,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Simile Gaetano,16,0,6,SICILIANI LIBERI,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Lomonte Ciro,1,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Cassata Castrenze detto Enzo,2,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Pititto Maria Antonietta,3,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Badalamenti Giorgio,4,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Bellavia Vincenza,5,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Blanda Antonietta Maria,6,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Bortolin Liliana,7,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Brex Rosalinda,8,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
D'Amico Michele,9,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Lungone Silvia,11,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Matranga Fabrizio,12,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Melodia Armando,13,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Orobello Lidia,14,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Richichi Roberto,15,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Simile Gaetano,16,0,6,SICILIANI LIBERI,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Lomonte Ciro,1,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Cassata Castrenze detto Enzo,2,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Pititto Maria Antonietta,3,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Badalamenti Giorgio,4,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Bellavia Vincenza,5,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Blanda Antonietta Maria,6,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Bortolin Liliana,7,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Brex Rosalinda,8,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
D'Amico Michele,9,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Lungone Silvia,11,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Matranga Fabrizio,12,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Melodia Armando,13,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Orobello Lidia,14,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Richichi Roberto,15,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Simile Gaetano,16,0,6,SICILIANI LIBERI,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Lomonte Ciro,1,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Cassata Castrenze detto Enzo,2,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Pititto Maria Antonietta,3,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Badalamenti Giorgio,4,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Bellavia Vincenza,5,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Blanda Antonietta Maria,6,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Bortolin Liliana,7,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Brex Rosalinda,8,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
D'Amico Michele,9,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Lo Dico Marco,10,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
Lungone Silvia,11,0,6,SICILIANI LIBERI,12,"SCUOLA PRIMARIA ""TURRISI COLONNA"" PIAZZA GRAN CANCELLIERE N.1"
