nomeCandidato,numeroCandidato,votiCandidato,numeroLista,nomeLista,numeroSezione,nomeSezione
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,0,2,MOVIMENTO 5 STELLE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Schillaci Roberta,9,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Trifirò Carmela,10,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Favuzza Erika,12,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Schillaci Roberta,9,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Trifirò Carmela,10,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Favuzza Erika,12,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Schillaci Roberta,9,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Trifirò Carmela,10,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Favuzza Erika,12,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Schillaci Roberta,9,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Trifirò Carmela,10,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Favuzza Erika,12,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Schillaci Roberta,9,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Trifirò Carmela,10,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Favuzza Erika,12,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Schillaci Roberta,9,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Trifirò Carmela,10,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Favuzza Erika,12,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Trizzino Giampiero,1,19,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Siragusa Salvatore detto Siracusa,2,3,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Callea Quarto Giovanni,3,3,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Sunseri Luigi,6,3,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Moscarelli Angelo,7,1,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Schillaci Roberta,9,1,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Trifirò Carmela,10,8,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Favuzza Erika,12,1,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,4,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Li Destri Giacomo,14,0,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,5,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Cimò Gianluca,16,2,2,MOVIMENTO 5 STELLE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Schillaci Roberta,9,6,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Trifirò Carmela,10,5,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Favuzza Erika,12,1,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
"Listì Maman Alì detto Alì, Ali, Listì, Listi, Maman",13,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Li Destri Giacomo,14,4,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
"Lo Bianco Rosaria detta Rossella, detta Bianco",15,2,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Cimò Gianluca,16,0,2,MOVIMENTO 5 STELLE,10,"SCUOLA PRIMARIA ""EX SCIASCIA"" VIA MARCHESE NICOLO' PENSABENE N.34"
Trizzino Giampiero,1,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Siragusa Salvatore detto Siracusa,2,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Callea Quarto Giovanni,3,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Vilardi Rosa detta Rossella,4,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Aiello Davide,5,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Sunseri Luigi,6,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Moscarelli Angelo,7,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Schembri Lydia Angela,8,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Schillaci Roberta,9,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Trifirò Carmela,10,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Parente Antonio,11,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
Favuzza Erika,12,0,2,MOVIMENTO 5 STELLE,11,"SCUOLA PRIMARIA ""ANDREA SOLE"" VIA MOLARA N.30"
