nomeCandidato,numeroCandidato,votiCandidato,numeroLista,nomeLista,numeroSezione,nomeSezione
"Cordaro Salvatore detto Toto, Totò",2,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Clemente Roberto Saverio detto Roberto,3,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Amato Carmela,4,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Calia Antonino detto Antonello,6,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Carcione Serafina,7,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Cianciolo Antonino,8,3,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Di Natale Santa detta Sandy, Sendi",9,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Fricano Gioacchino,10,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
La Mandina Lucia,11,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Manzella Maurizio,12,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Meli Giovanni Battista,13,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Musso Francesco,14,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Puleo Alessandro,15,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Tripoli Filippo Maria detto Filippo,16,3,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Lagalla Roberto detto La Galla,1,6,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Cordaro Salvatore detto Toto, Totò",2,3,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Clemente Roberto Saverio detto Roberto,3,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Amato Carmela,4,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Calia Antonino detto Antonello,6,2,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Carcione Serafina,7,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Cianciolo Antonino,8,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Di Natale Santa detta Sandy, Sendi",9,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Fricano Gioacchino,10,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
La Mandina Lucia,11,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Manzella Maurizio,12,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Meli Giovanni Battista,13,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Musso Francesco,14,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Puleo Alessandro,15,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Tripoli Filippo Maria detto Filippo,16,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Lagalla Roberto detto La Galla,1,18,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Cordaro Salvatore detto Toto, Totò",2,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Clemente Roberto Saverio detto Roberto,3,22,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Amato Carmela,4,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Calia Antonino detto Antonello,6,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Carcione Serafina,7,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Cianciolo Antonino,8,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Di Natale Santa detta Sandy, Sendi",9,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Fricano Gioacchino,10,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
La Mandina Lucia,11,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Manzella Maurizio,12,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Meli Giovanni Battista,13,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Musso Francesco,14,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Puleo Alessandro,15,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Tripoli Filippo Maria detto Filippo,16,2,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Lagalla Roberto detto La Galla,1,10,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Cordaro Salvatore detto Toto, Totò",2,4,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Clemente Roberto Saverio detto Roberto,3,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Amato Carmela,4,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Calia Antonino detto Antonello,6,2,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Carcione Serafina,7,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Cianciolo Antonino,8,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Di Natale Santa detta Sandy, Sendi",9,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Fricano Gioacchino,10,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
La Mandina Lucia,11,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Manzella Maurizio,12,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Meli Giovanni Battista,13,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Musso Francesco,14,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Puleo Alessandro,15,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Tripoli Filippo Maria detto Filippo,16,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Lagalla Roberto detto La Galla,1,3,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Cordaro Salvatore detto Toto, Totò",2,2,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Clemente Roberto Saverio detto Roberto,3,4,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Amato Carmela,4,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Calia Antonino detto Antonello,6,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Carcione Serafina,7,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Cianciolo Antonino,8,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Di Natale Santa detta Sandy, Sendi",9,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Fricano Gioacchino,10,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
La Mandina Lucia,11,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Manzella Maurizio,12,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Meli Giovanni Battista,13,3,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Musso Francesco,14,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Puleo Alessandro,15,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Tripoli Filippo Maria detto Filippo,16,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Lagalla Roberto detto La Galla,1,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Cordaro Salvatore detto Toto, Totò",2,6,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Clemente Roberto Saverio detto Roberto,3,3,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Amato Carmela,4,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Calia Antonino detto Antonello,6,2,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Carcione Serafina,7,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Cianciolo Antonino,8,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Di Natale Santa detta Sandy, Sendi",9,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Fricano Gioacchino,10,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
La Mandina Lucia,11,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Manzella Maurizio,12,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Meli Giovanni Battista,13,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Musso Francesco,14,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Puleo Alessandro,15,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Tripoli Filippo Maria detto Filippo,16,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Lagalla Roberto detto La Galla,1,6,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
"Cordaro Salvatore detto Toto, Totò",2,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Clemente Roberto Saverio detto Roberto,3,2,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Amato Carmela,4,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Calia Antonino detto Antonello,6,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Carcione Serafina,7,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Cianciolo Antonino,8,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
"Di Natale Santa detta Sandy, Sendi",9,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Fricano Gioacchino,10,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
La Mandina Lucia,11,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Manzella Maurizio,12,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Meli Giovanni Battista,13,2,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Musso Francesco,14,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Puleo Alessandro,15,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Tripoli Filippo Maria detto Filippo,16,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Lagalla Roberto detto La Galla,1,5,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
"Cordaro Salvatore detto Toto, Totò",2,5,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Clemente Roberto Saverio detto Roberto,3,1,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Amato Carmela,4,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Bellotti Simonetta,5,0,10,IDEA SICILIA POPOLARI E AUTONOMISTI MUSUMECI PRESIDENTE,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
