nomeCandidato,numeroCandidato,votiCandidato,numeroLista,nomeLista,numeroSezione,nomeSezione
Di Filippo Maria Concetta,6,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Di Giorgio Tommaso Francesco,7,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Gangi Michele detto Ganci,8,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Gattuso Carmelo detto Guttuso, Gottuso",9,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Licciardi Salvatore detto Totò,10,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Maggi Vittoria,11,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Mammana Giovan Battista detto Giovanni,12,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Milano Gaetano detto Milani, Milana, Milazzo",13,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Porretta Domenico detto Mimmo,14,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Sanfratello Concetta Tatiana detta Tatiana,15,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Serio Claudia,16,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Aricò Alessandro detto Arrigo,1,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Bottino Michela Maria Rosaria detta Pottino,2,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Calì Giorgio,3,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Castrogiovanni Alessandro detto Castro,4,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"D'Aì Pietro detto Piero, detto Dai",5,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Di Filippo Maria Concetta,6,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Di Giorgio Tommaso Francesco,7,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Gangi Michele detto Ganci,8,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Gattuso Carmelo detto Guttuso, Gottuso",9,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Licciardi Salvatore detto Totò,10,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Maggi Vittoria,11,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Mammana Giovan Battista detto Giovanni,12,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Milano Gaetano detto Milani, Milana, Milazzo",13,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Porretta Domenico detto Mimmo,14,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Sanfratello Concetta Tatiana detta Tatiana,15,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Serio Claudia,16,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Aricò Alessandro detto Arrigo,1,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Bottino Michela Maria Rosaria detta Pottino,2,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Calì Giorgio,3,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Castrogiovanni Alessandro detto Castro,4,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"D'Aì Pietro detto Piero, detto Dai",5,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Di Filippo Maria Concetta,6,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Di Giorgio Tommaso Francesco,7,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Gangi Michele detto Ganci,8,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Gattuso Carmelo detto Guttuso, Gottuso",9,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Licciardi Salvatore detto Totò,10,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Maggi Vittoria,11,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Mammana Giovan Battista detto Giovanni,12,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Milano Gaetano detto Milani, Milana, Milazzo",13,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Porretta Domenico detto Mimmo,14,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Sanfratello Concetta Tatiana detta Tatiana,15,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Serio Claudia,16,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Aricò Alessandro detto Arrigo,1,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Bottino Michela Maria Rosaria detta Pottino,2,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Calì Giorgio,3,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Castrogiovanni Alessandro detto Castro,4,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"D'Aì Pietro detto Piero, detto Dai",5,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Di Filippo Maria Concetta,6,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Di Giorgio Tommaso Francesco,7,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Gangi Michele detto Ganci,8,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Gattuso Carmelo detto Guttuso, Gottuso",9,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Licciardi Salvatore detto Totò,10,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Maggi Vittoria,11,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Mammana Giovan Battista detto Giovanni,12,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Milano Gaetano detto Milani, Milana, Milazzo",13,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Porretta Domenico detto Mimmo,14,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Sanfratello Concetta Tatiana detta Tatiana,15,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Serio Claudia,16,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Aricò Alessandro detto Arrigo,1,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Bottino Michela Maria Rosaria detta Pottino,2,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Calì Giorgio,3,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Castrogiovanni Alessandro detto Castro,4,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"D'Aì Pietro detto Piero, detto Dai",5,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Di Filippo Maria Concetta,6,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Di Giorgio Tommaso Francesco,7,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Gangi Michele detto Ganci,8,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Gattuso Carmelo detto Guttuso, Gottuso",9,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Licciardi Salvatore detto Totò,10,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Maggi Vittoria,11,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Mammana Giovan Battista detto Giovanni,12,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Milano Gaetano detto Milani, Milana, Milazzo",13,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Porretta Domenico detto Mimmo,14,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Sanfratello Concetta Tatiana detta Tatiana,15,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Serio Claudia,16,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Aricò Alessandro detto Arrigo,1,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Bottino Michela Maria Rosaria detta Pottino,2,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Calì Giorgio,3,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Castrogiovanni Alessandro detto Castro,4,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"D'Aì Pietro detto Piero, detto Dai",5,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Di Filippo Maria Concetta,6,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Di Giorgio Tommaso Francesco,7,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Gangi Michele detto Ganci,8,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Gattuso Carmelo detto Guttuso, Gottuso",9,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Licciardi Salvatore detto Totò,10,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Maggi Vittoria,11,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Mammana Giovan Battista detto Giovanni,12,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Milano Gaetano detto Milani, Milana, Milazzo",13,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Porretta Domenico detto Mimmo,14,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Sanfratello Concetta Tatiana detta Tatiana,15,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Serio Claudia,16,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Aricò Alessandro detto Arrigo,1,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Bottino Michela Maria Rosaria detta Pottino,2,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Calì Giorgio,3,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Castrogiovanni Alessandro detto Castro,4,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
"D'Aì Pietro detto Piero, detto Dai",5,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Di Filippo Maria Concetta,6,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Di Giorgio Tommaso Francesco,7,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Gangi Michele detto Ganci,8,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
"Gattuso Carmelo detto Guttuso, Gottuso",9,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Licciardi Salvatore detto Totò,10,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Maggi Vittoria,11,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Mammana Giovan Battista detto Giovanni,12,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
"Milano Gaetano detto Milani, Milana, Milazzo",13,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Porretta Domenico detto Mimmo,14,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Sanfratello Concetta Tatiana detta Tatiana,15,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Serio Claudia,16,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Aricò Alessandro detto Arrigo,1,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Bottino Michela Maria Rosaria detta Pottino,2,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
Calì Giorgio,3,0,1,NELLO MUSUMECI DIVENTERÀ BELLISSIMA PER LA SICILIA,9,"SCUOLA PRIMARIA ""MANTEGNA"" VIA BOLOGNI N.4"
