nomeCandidato,numeroCandidato,votiCandidato,numeroLista,nomeLista,numeroSezione,nomeSezione
Incarbona Andreina,12,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Lombardo Daniela,13,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Longo Salvatore detto Toti,14,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
"Rizzotto Antonino detto Tony, Rizzuto",15,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Torre Angelo,16,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,2,"SCUOLA PRIMARIA ""MANZONI"" VIA PARLATORE FILIPPO N.56"
Alessi Giuseppe,1,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Briganò Vincenzo detto Enzo,2,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Briguglio Marco detto Briguglia,3,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Cancemi Anna,4,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Caputo Mario detto Salvino,5,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Caravella Caterina detta Katia, Catia",6,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Di Blasi Giuseppe,7,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Falzone Alissone Fanny detta Falzone, Alissone",8,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Fricano Calogero,9,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Genova Agostino,10,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Guzzo Mariano,11,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Incarbona Andreina,12,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Lombardo Daniela,13,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Longo Salvatore detto Toti,14,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
"Rizzotto Antonino detto Tony, Rizzuto",15,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Torre Angelo,16,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,3,"SCUOLA PRIM.E DELL'INF.""CASTELLANA"" VIA CASTELLANA N.40"
Alessi Giuseppe,1,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Briganò Vincenzo detto Enzo,2,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Briguglio Marco detto Briguglia,3,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Cancemi Anna,4,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Caputo Mario detto Salvino,5,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Caravella Caterina detta Katia, Catia",6,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Di Blasi Giuseppe,7,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Falzone Alissone Fanny detta Falzone, Alissone",8,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Fricano Calogero,9,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Genova Agostino,10,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Guzzo Mariano,11,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Incarbona Andreina,12,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Lombardo Daniela,13,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Longo Salvatore detto Toti,14,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
"Rizzotto Antonino detto Tony, Rizzuto",15,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Torre Angelo,16,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,4,"SCUOLA PRIMARIA ""VITALI"" VIA INSERRA N.1"
Alessi Giuseppe,1,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Briganò Vincenzo detto Enzo,2,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Briguglio Marco detto Briguglia,3,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Cancemi Anna,4,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Caputo Mario detto Salvino,5,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Caravella Caterina detta Katia, Catia",6,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Di Blasi Giuseppe,7,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Falzone Alissone Fanny detta Falzone, Alissone",8,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Fricano Calogero,9,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Genova Agostino,10,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Guzzo Mariano,11,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Incarbona Andreina,12,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Lombardo Daniela,13,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Longo Salvatore detto Toti,14,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
"Rizzotto Antonino detto Tony, Rizzuto",15,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Torre Angelo,16,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,5,"SCUOLA DELL'INFANZIA""MADRE TERESA DI C."" VIA MAQUEDA N.53"
Alessi Giuseppe,1,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Briganò Vincenzo detto Enzo,2,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Briguglio Marco detto Briguglia,3,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Cancemi Anna,4,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Caputo Mario detto Salvino,5,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Caravella Caterina detta Katia, Catia",6,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Di Blasi Giuseppe,7,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Falzone Alissone Fanny detta Falzone, Alissone",8,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Fricano Calogero,9,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Genova Agostino,10,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Guzzo Mariano,11,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Incarbona Andreina,12,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Lombardo Daniela,13,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Longo Salvatore detto Toti,14,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
"Rizzotto Antonino detto Tony, Rizzuto",15,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Torre Angelo,16,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,6,"SCUOLA PRIMARIA ""BASILE"" LARGO CORLEONE N.11/T"
Alessi Giuseppe,1,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Briganò Vincenzo detto Enzo,2,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Briguglio Marco detto Briguglia,3,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Cancemi Anna,4,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Caputo Mario detto Salvino,5,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Caravella Caterina detta Katia, Catia",6,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Di Blasi Giuseppe,7,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Falzone Alissone Fanny detta Falzone, Alissone",8,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Fricano Calogero,9,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Genova Agostino,10,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Guzzo Mariano,11,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Incarbona Andreina,12,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Lombardo Daniela,13,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Longo Salvatore detto Toti,14,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
"Rizzotto Antonino detto Tony, Rizzuto",15,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Torre Angelo,16,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,7,"SCUOLA PRIMARIA ""FILIPPO RACITI"" VIA ALIA N.16"
Alessi Giuseppe,1,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Briganò Vincenzo detto Enzo,2,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
Briguglio Marco detto Briguglia,3,0,3,FRATELLI D'ITALIA AN ALLEANZA PER LA SICILIA NOI CON SALVINI MUSUMECI PRESIDENTE,8,"SCUOLA DELL'INFANZIA ""JACK LONDON"" VIA LONDON JACK N.1/A"
